X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;RATE
40790431;11611662;13976009;24395818;99854102;7488,9;16394614;170448;1664,24 ;5346000;3478454;442;19;14,83;41,28;0,22;1,33E-05;0,23;0,49;34,26;6,39;59,81;26,55;46,47;23,55;0,7036 ;9,47;18,36;0,1934 ;67,2;23,83;9,31;14,92;62,52;58,41;8,36;5;1,8639 ;0,0216 ;2
26233392;12152383;19022064;22491444;14417760;4087,71;3741949;25419;105,24 ;1190316;723774;47;19;6,05;56,68;-2,67;-1,03E-04;-2,66;5,77;72,51;3,64;85,74;23,77;22,43;53,11;0,1032 ;7,58;15,58;0,1895 ;16,64;-0,97;2,66;3,18;15,61;9,97;16,86;5,27;1,2583 ;0,0480 ;2
36540358;13213216;13446292;26191220;43708189;10086,43;10349138;77996;355,35 ;4810990;3720575;413;19;15,14;59,36;-0,82;-3,47E-05;-0,91;2,73;36,8;12,43;71,68;6,75;6,75;88,83;0,1950 ;25,16;27,6;1,4460 ;39,51;-12,75;10,68;15,25;106,91;109,8;17,9;11,3;2,4318 ;0,2471 ;2
267627587;51632470;136698528;117547614;311415432;4745,86;150079973;398280;271,74 ;40422351;-35882030;-7056;19;15,72;36,82;2,5;5,19E-05;2,13;1,22;51,08;32,27;43,92;6,35;61,99;15,67;0,3779 ;8,78;1,77;1,5179 ;127,68;-5,49;-13,47;-33,39;144,08;-180,13;20,95;-16,23;1,1714 ;0,0645 ;2
212168727;107435622;157947991;114102988;271432518;75449,24;98065740;2653603;187,97 ;30862367;20529152;4045;19;16,19;42,05;0,97;2,69E-05;1,07;3,02;74,44;19,09;53,78;7,99;82,43;40,99;0,0719 ;18,95;35,56;0,4597 ;85,94;12,17;10,13;19,8;121,7;116,32;36,8;10,87;0,7975 ;0,3460 ;2
91883075;27472494;52612255;80141089;72049571;16292,15;11741986;435670;470,91 ;5634084;5319345;4290;19;6,96;80,47;-0,85;-5,24E-05;-0,89;6,48;57,26;0,17;87,22;19,61;60;66,18;-0,7273 ;8,46;17,73;0,8019 ;14,65;-10,13;5,89;6,82;90,87;110,59;14,07;9,52;1,6177 ;0,1329 ;2
137012884;67520279;83731722;59073403;135336072;51298,93;77939481;198883;138,38 ;10832264;5303499;369;19;8,39;38,62;2,18;3,79E-05;2,12;13,2;61,11;43,5;43,12;38,89;65,81;18,73;-0,0369 ;10,65;37,44;3,1098 ;131,94;3,31;3,84;9,24;148,77;93,61;13,63;5,04;0,9759 ;0,2712 ;2
743738736;283310817;440147286;273542283;1462200292;118345,24;470196453;26710660;2882,36 ;36598748;37430935;5999;19;6,01;34,25;0,26;8,00E-06;0,26;1,83;59,18;46,26;36,78;44,32;82,61;6,36;-0,3432 ;4,02;15,91;1,8566 ;171,89;16,13;5,3;14,46;106,7;165,86;9,83;3,89;0,7662 ;-0,0346 ;2
98313367;39387984;43275708;79478617;74702232;14558,14;18834750;345177;277,70 ;980087;934951;1287,873488;19;2,15;69,84;-0,81;-3,22E-05;-0,8;10,18;44,02;5,27;80,84;23,88;74,83;20,85;0,4970 ;3,99;14,81;0,1056 ;23,7;-1,07;0,91;1,18;6,64;8,5;9,45;1,68;1,8726 ;0,0114 ;2
69345673;20278863;28565866;61231485;55290718;16343,06;8114188;283626;234,28 ;7399233;5532010;327;19;12,06;86,8;-1,25;-8,55E-05;-1,37;5,54;41,19;1,38;88,3;20,91;28,08;81,78;-0,0728 ;9,57;23,57;0,2044 ;13,25;-8,66;7,85;9,31;82,21;74,45;30,74;12,12;2,2079 ;0,1660 ;2
63499339;20660320;27458936;58429864;50093304;15232,3;5069475;188932;667,91 ;10382805;8033312;674;19;18,87;87,85;-2,01;-1,99E-04;-2,46;1,97;43,24;19,81492027;92,02;8,35;57,75788406;134,24;-0,3251 ;10,72;23,99;0,1416 ;8,68;-9,39;13,26;14,57;159,74;178,11;25,78;23,11;2,1614 ;0,0959 ;2
24780647;8099588;8925658;13743296;71901806;10303,72;11037350;1841877;570,65 ;2754321;2179104;222;18;12,49;35,69;0,8;5,24E-05;0,82;3,23;36,02;19,81492027;55,46;3,55;57,75788406;19,21;-5,4841 ;8,55;41,58;0,2929 ;80,31;6;9,87;17,13;56,21;59,7;16,53;4,07;1,7006 ;0,0714 ;2
53131180;17901283;21754089;37177905;64765452;12510,23;15953275;101490;357,82 ;6622686;8038230;213;18;11,52;30,93;0,03;1,29E-06;0,03;2,75;40,94;6,89;69,97;14,91;14,82;84,05;-1,6941 ;25,24;23,55;0,2224 ;42,91;287,57;13,02;23,96;51,25;40,35;19,09;8,05;1,9282 ;0,2747 ;2
782705487;305654259;359704957;270916261;1826817670;110088,95;511789225;18028130;2882,36 ;59616836;29218327;3685;18;8,83;30,15;0,39;1,38E-05;0,38;0,98;45,96;38,82;34,61;22,3;65,54;13,02;0,3334 ;8,51;14,07;2,5233 ;188,91;7,01;3,99;11,18;138,18;98,7;9,18;2,33;1,0558 ;0,1033 ;2
18726189;2984930;3596515;14132451;16561824;6747,49;4593738;91551;106,85 ;2494212;1428936;457;18;14,21;58,78;-0,22;-7,88E-06;-0,25;2,21;19,21;2,07;75,47;12,41;38,71;42,96;-0,4152 ;10,54;36,03;0,6357 ;32,5;-57;7,83;10,5;79,81;67,14;62,48;12,67;4,4819 ;0,0455 ;2
30138588;5879784;15384307;17860368;42870585;8104,59;12278220;42143;299,79 ;1955639;2149978;446;17;8,15;55,52;-0,33;-1,17E-05;-0,34;2,61;51,05;22,22;59,26;50,66;85,76;19,66;0,1535 ;8,01;26,89;1,4138 ;68,75;-18,62;7,25;12,49;64,76;93,08;12,3;6,56;1,4385 ;0,0893 ;2
135578164;69534802;103207806;70746315;57108406;17213,28;64831849;273506;554,45 ;-2460096;2638253;664;17;-1,72;37,54;1,88;1,65E-05;1,72;9,92;76,12;38,08;52,18;12,9;86,48;4,49;1,1290 ;2,15;12,7;0,7066 ;91,64;4,99;2,16;3,8;-12,4;21,54;9,08;7,48;0,8213 ;0,0033 ;2
50611365;13945860;27634402;31691300;66579798;-695,15;18920065;65948;496,86 ;-4311820;-6348755;-328;15;-7,15;47,09;-0,91;-3,20E-05;-0,79;3,77;54,6;19,81492027;62,62;0,05;57,75788406;43,24;5,4286 ;16,16;-1,37;0,1929 ;59,7;15,63;-12,24;-18,17;-43,9;-90,04;-0,74;-13,28;1,2154 ;0,3721 ;2
33399244;7766426;11004556;18734473;38520771;15537,36;14664771;138682;93,05 ;4223818;2887169;4036;15;14,22;45,39;0,81;2,14E-05;0,89;7,16;32,95;31,58;56,09;53,04;75,47;22,27;0,5434 ;9,78;46,52;1,0518 ;78,28;12,35;9,36;16,53;118,11;99,65;17,05;9,25;2,0442 ;0,0705 ;2
237693266;30533505;65042127;110561673;354337971;80615,21;127131594;465971;551,93 ;31318755;23529727;4057;14;15,83;34,31;-0,06;-1,72E-06;-0,07;0,65;27,36;6,75;46,51;46,47;99,94;1,81;1,7512 ;0,97;33,92;0,1484 ;114,99;-147,27;11,43;23,82;108;112,04;12,48;9,17;1,7660 ;0,0491 ;2
213789547;105317713;133645580;96407503;354067106;47753,07;117382044;2850031;282,80 ;14673763;2600428;423;14;7,29;30,91;0,58;1,75E-05;0,58;9,79;62,51;15,3;45,09;3,98;10,32;42,94;-0,0020 ;23,58;22,34;1,0430 ;121,76;0,98;1,27;2,68;47,68;-0,11;10,31;-0,01;0,9615 ;0,4196 ;2
25238673;11312775;14040262;13992210;78206140;10957,88;11246463;43824;420,46 ;1722467;2151979;2433;13;7,93;37,98;-0,5;-3,49E-05;-0,51;1,26;55,63;19,81492027;55,44;8,53;57,75788406;-25,58;1,6961 ;-11,4;43,42;0,2050 ;80,38;-6,94;8,02;16,44;38,94;70,41;7,04;3,98;1,0612 ;-0,0702 ;2
40621872;15964228;26802558;28041667;26670926;5727,36;12580205;294830;467,91 ;3813251;1055031;1197;25;9,93;58,18;0,71;1,50E-05;0,71;5,66;65,98;24,91;69,03;25,92;65,16;27,67;-0,1394 ;8,57;14,1;0,9001 ;44,86;8,41;2,43;3,8;86,52;31,64;20,09;5,23;1,1942 ;0,1598 ;2
71419295;24085475;27649973;51572542;61670350;22117,85;19846753;234216;229,26 ;5831119;7399034;579;21;9,33;64,46;-0,57;-1,78E-05;-0,62;3,76;38,71;19,81492027;72,21;35,33;57,75788406;-0,21;1,2201 ;-0,06;30,97;0,5301 ;38,48;-27,39;10,98;15,18;91,04;98,73;20,11;10,25;1,9880 ;0,0014 ;2
92447769;18870880;58006516;39919478;118498054;16841,41;52528291;164069;769,47 ;10974132;5058000;322;19;13,83;38,86;-0,08;-1,74E-06;-0,08;1,03;62,75;20,91;43,18;3,55;43,2;26,61;-0,2635 ;15,12;18,22;1,5833 ;131,59;-83,01;5,65;13,11;129,11;90,13;16,32;6,47;0,9202 ;0,3301 ;2
39415729;1032873;25149200;39047943;9355378;-70718,41;367785;38165;207,90 ;-942001;-75095058;-7672;19;-0,58;86,07;-7,27;-1,85E-03;-0,8;1,26;63,8;19,81492027;99,07;20,59048356;57,75788406;-87,2;-2,6486 ;-0,81;-179,42;0,0205 ;0,94;111,34;-59,8833453;-236,8;-26,95;-716,8245249;27,03;-192,8980176;1,5573 ;-0,0049 ;2
32988215;11973444;14565146;27039910;36386234;6338,14;5948306;84581;460,59 ;823278;2232087;2366;38;3,13;67,67;-0,12;-7,05E-06;-0,12;3,11;44,15;5,09;81,97;12,04;57,75788406;22,35;-0,3549 ;4,03;19,21;0,1022 ;22;-63,12;6,82;8,49;17,45;57;14,91;7,39;1,8896 ;0,0427 ;2
176296354;1072272;119351863;160804126;45320538;10451,17;15492228;359921;312,56 ;-3837647;3883005;99;17;-1,02;83,48;-3,4;-9,95E-05;-2,96;1,24;67,7;2,79;91,21;4,48;89,53;0,25;18,3082 ;0,02;5,93;0,0503 ;9,63;-1,52;2,17;2,39;-19,19;19,42;7,21;8,57;1,3557 ;0,0197 ;2
111146353;68450932;70174560;66109374;70348193;17898,48;45036979;260707;339,85 ;3725330;3906442;2790;22;3,98;53,18;0,99;1,55E-05;1,02;6,33;63,14;26,28;59,48;12,91;90,54;15,21;0,5432 ;6,16;16,1;0,5795 ;68,12;7,45;3,53;6,09;53,22;64,37;18,38;6,4;0,9999 ;0,1980 ;2
63168588;17888131;33370680;33741225;84219918;22444,28;29427363;62568;214,30 ;6353357;5360545;565;25;11,78;50,46;-0,47;-1,35E-05;-0,5;4,42;52,83;7,69;53,41;12,09;72,94;27,63;-0,9745 ;12,87;35,53;0,9883 ;87,21;-18,77;8,97;16,68;122,77;151,71;15,84;9,32;1,1644 ;0,1527 ;2
35480899;10746861;17076913;29088140;27771727;8867,01;6392759;86444;380,43 ;4686445;3381391;12076;49;15,46;78,04;-1,84;-8,01E-05;-2,14;5,79;48,13;0,99;81,98;15,18;57,75788406;60,89;0,5535 ;10,97;24,99;2,5641 ;21,98;-8,06;10,05;12,28;334,75;331,44;23,41;16,71;1,9136 ;0,1702 ;2
30004552;8963122;11192074;19609859;31017279;13048,24;10394693;80885;84,98 ;2204074;1491098;248;40;8,52;55,36;0,19;5,65E-06;0,2;2,85;37,3;14,55;65,36;17,69;82,76;22,69;-0,5228 ;7,86;43,49;1,1003 ;53,01;36;5,25;7,86;73,47;68,49;30,32;6,62;2,0470 ;0,0861 ;2
98344234;28641987;34411342;64919890;106613524;13875,79;33424344;198862;363,87 ;697027;1083696;45;32;0,98;55,26;-0,13;-4,14E-06;-0,13;1,75;34,99;19,81492027;66,01;14,51;57,75788406;9,36;-0,5715 ;3,18;14,11;0,1560 ;51,49;-8,13;1,15;1,67;5,49;9,95;6,7;1,19;1,9442 ;0,0130 ;2
72465598;59463097;61052562;51089984;160274544;8643,33;21375614;812067;805,40 ;1775246;2458444;17085,32605;37;2,8;70,77;0,15;1,11E-05;0,15;0,51;84,25;19,45;70,5;13,87;57,75788406;-3,19;33,0206 ;-0,94;11,93;0,1303 ;41,84;15,6;3,47;4,85;362,3;707,52;6,63;2,16;0,8379 ;0,0645 ;2
98011263;38972860;47246917;78738779;129555127;24543,72;19272484;206382;481,62 ;11406235;9825446;700;25;13,5;73,04;-0,81;-5,46E-05;-0,89;3,03;48,21;0,28;80,34;12,47;1,59;36,14;0,1690 ;7,11;25,04;0,4143 ;24,48;-11,62;10,56;13,28;159,41;185,69;12,99;10,26;1,7293 ;0,0980 ;2
52288660;9088821;20260103;47564353;31965772;6388,58;4724307;87841;420,60 ;3069201;3536487;341;31;8,31;88,87;-3,73;-2,52E-04;-4,03;1,79;38,75;19,81492027;90,96;14,59;57,75788406;51,67;-3,6631 ;4,67;12,22;0,1288 ;9,93;-2,75;6,87;7,57;51,15;74,46;18,17;13,98;2,3858 ;0,0111 ;2
214381592;75786095;96897597;80152333;430949869;73578,67;134229259;2858649;191,11 ;298703;2297373;43;13;1,13;24,94;0,9;2,88E-05;0,88;2,37;45,2;45,94;37,39;27,75;47,11;7,79;-0,0890 ;4,88;34,32;2,1704 ;167,47;1,87;1,08;2,9;1,12;12,57;14,67;0,78;1,4249 ;-0,0609 ;2
54372514;20053612;22089990;29024769;46834994;7988,54;25347745;79810;168,47 ;5349786;4494857;410;13;10,69;42,06;-0,29;-5,28E-06;-0,32;2,79;40,63;18,07;53,38;19,94;36,02;16,65;0,4749 ;7,76;14,69;1,1723 ;87,33;-40,81;8,27;15,49;76,43;80,02;18,59;11,96;1,6854 ;0,0858 ;2
73326507;22765066;25310995;33474366;120253105;24480,24;39852142;337596;286,32 ;9513994;4716167;1335;26;14,18;42,72;0,23;6,88E-06;0,24;1,32;34,52;18,07;45,65;15,77;82,99;7,4;0,1565 ;4,02;33,39;1,7415 ;119,05;27,22;6,72;14,83;253,71;191,74;17,84;5,98;1,5805 ;0,1107 ;2
51505961;35631342;38180752;31607046;53535256;15014,74;19898915;100209;206,70 ;3862604;3842788;460;18;8,56;53,26;0,81;2,17E-05;0,85;8,18;74,13;26,13;61,37;7,67;14,31;31,76;0,0916 ;12,27;29,15;2,8997 ;62,96;11,9;7,58;12,92;92,52;112,63;11,75;8,78;1,1449 ;0,1775 ;2
54427615;20916415;23498509;32648683;55803460;14453,29;21778932;181949;250,24 ;3319121;2784287;290;40;6,52;53,91;0,57;1,47E-05;0,59;4,17;43,17;18,04;59,99;13,94;86,64;25,28;0,0324 ;10,12;26,56;0,9346 ;66,71;13,21;5,17;8,64;66,38;77,92;15,54;6,98;1,5883 ;0,1576 ;2
121565085;32901346;39690740;57835297;208347783;60348,81;63729788;311123;208,56 ;8724639;5013298;1564;26;8,86;34,78;-0,38;-1,25E-05;-0,39;4,72;32,65;11,93;47,58;1,87;57,75788406;21,89;1,3305 ;11,48;49,64;0,5389 ;110,19;-9,5;4,33;9,25;53,58;51,51;10,38;4,03;1,6782 ;0,2115 ;2
53102622;25668387;33406119;27545606;76703508;23416,71;25557017;286597;176,74 ;3796184;4106670;379;26;8,65;44,41;0,29;8,77E-06;0,3;8,01;62,91;22,05;51,87;12,55;47,08;30,54;-0,0089 ;14,7;44,1;1,6111 ;92,78;21,77;8,68;15,98;63,48;77,85;13,01;6,07;1,1130 ;0,2065 ;2
16634792;6128061;6852146;10124416;15677188;5382,53;6510376;51027;166,78 ;2290354;1312933;276;18;15,33;52,55;-0,87;-2,10E-05;-0,96;4,09;41,19;11,7;60,86;18,87;18,84;35,18;0,4495 ;13,77;32,36;1,0403 ;64,3;-12,63;7,74;12,86;91,61;74,42;23,98;11,87;1,8571 ;0,1196 ;2
81831405;15191553;39708359;61507957;58244939;28405,55;20323448;271840;159,14 ;5459172;8238431;502;28;8,31;68,41;-1,56;-4,46E-05;-1,65;3,01;48,52;19,81492027;75,16;12,79;57,75788406;28,7;0,0742 ;7,13;34,71;1,1569 ;33,04;-11,94;10,75;14,23;64,23;138,04;22,39;20,15;1,7966 ;0,0625 ;2
50833212;22220057;24087988;28935479;89959444;14302,27;21897733;133260;322,44 ;1993872;1503701;116;13;4,37;44,17;0,98;4,04E-05;0,99;2,23;47,39;29,16;56,92;49,72;69,88;-1,03;-0,2815 ;-0,44;28,14;1,0352 ;75,68;3,1;3,14;5,29;30,67;28,49;11,47;2,06;1,4806 ;-0,0800 ;2
84168684;44777986;49622098;59725046;40707971;13638,03;24443638;129607;299,32 ;6822524;5044044;2502;32;8,72;59,88;1,35;2,25E-05;1,55;7,29;58,96;17,06;70,96;56,25;42,8;34,06;0,0964 ;9,89;16,2;1,0898 ;40,93;13,4;6,24;8,7;65,82;65,95;22,07;16,79;1,4375 ;0,0922 ;2
39603989;7396793;9476306;23798635;63088778;9838,67;15805354;168833;700,99 ;3731515;2738117;3903;33;10,71;52,45;-0,02;-8,50E-07;-0,02;0,76;23,93;24,07;60,09;11,09;57,75788406;11,27;0,3845 ;4,5;24,84;0,2823 ;66,41;-266,6;7,39;11,87;100,85;97,21;20,2;5,7;2,6216 ;0,0344 ;2
278762843;70565313;150382533;141274586;546188351;91385,44;137488257;819838;622,08 ;70195789;29425821;1287,873488;12;27,56;47,6;1,4;5,56E-05;1,45;3,87;53,95;28,17;50,68;46,72;61,02;27,83;-0,1224 ;13,73;32,78;2,7227 ;97,32;5,66;11,13;26,7;622,16;315,41;21,21;6,52;1,1632 ;0,3632 ;2
35712627;5931707;8541677;19145241;45567827;11270,75;16567386;98129;484,76 ;1187455;1198248;4279;45;4,91;45,77;-1,07;-2,94E-05;-1,08;0,27;23,92;2,33;53,61;33,7;18,23;52,8;0,6743 ;24,49;31,56;0,8645 ;86,54;-2,27;3,47;6,49;42,41;56,75;11,94;3,49;2,5248 ;0,1336 ;2
39227869;5266037;9064563;22841835;60634006;4740,06;16386034;83513;918,70 ;834623;939255;57;19;4,93;51,9;-0,82;-3,03E-05;-0,81;0,77;23,11;29,97;58,23;17,46;97,49;27,69;2,5720 ;11,57;12,08;0,0977 ;71,74;-1,46;2,35;3,92;8,64;12,64;4,27;2,01;2,6240 ;-0,0307 ;2
59548404;20918011;27380334;24051622;69818098;39559,83;35496782;193707;284,97 ;6208823;4486984;701;32;11,63;35,02;0,41;8,07E-06;0,44;5,92;45,98;15,11;40,39;23,35;57,75788406;31,06;0,1059 ;18,51;66,43;4,6424 ;147,59;23,79;7,54;20,27;194,03;204,02;17,23;9,35;1,4210 ;0,2247 ;2
349291773;143198120;173117086;121737389;437858748;53236,96;227554384;1328305;201,41 ;-4442840;-89884512;-2990;14;-0,53;-8,15;1,79;3,45E-05;1,47;5,01;49,56;25,81;34,85;5,17;39,74;18,89;-0,0695 ;12,3;15,24;0,5241 ;186,92;-10,46;-23,1;-53,92;-2,94;-59,53;3,22;-20,53;1,1604 ;0,1411 ;2
84312269;20150560;34347665;51302883;89727866;13391,49;33009386;201279;391,82 ;6204797;4276139;289;25;8,41;52,07;0,05;1,23E-06;0,05;1,71;40,74;12,96;60,85;16,13;88,6;-4,38;-0,0799 ;-1,71;15,88;0,6493 ;64,34;149,46;5,4;8,63;83,76;81,59;14,81;6,74;1,6337 ;-0,0871 ;2
119564935;6236652;87735613;90092222;111428244;13020,9;29472713;39444;377,72 ;2473232;2066877;108;21;3,2;70,81;-0,09;-3,34E-06;-0,09;1,47;73,38;11,19;75,35;16,69;75,73;6,8;-0,0882 ;1,68;10,89;0,4671 ;32,71;-27,65;2,04;2,8;19,08;21,77;6,81;2,53;1,1223 ;-0,0462 ;2
18847163;4930759;5521213;11591749;17250811;4291,96;7255414;42824;250,01 ;1789579;1717595;2862;27;11,75;47,26;-0,99;-2,36E-05;-1,1;3,65;29,29;7,27;61,5;26,46;77,73;48,03;2,4259 ;18,49;22,77;0,4050 ;62,59;-11,85;10,09;15,51;59,65;73,42;15,83;12,77;2,3195 ;0,2747 ;2
59053345;15048938;15266131;42335206;110216267;11505,88;16718140;121468;1395,14 ;6190548;5035371;4061;27;11,47;61,19;-0,15;-9,84E-06;-0,16;1,11;25,85;1,47;71,69;22,11;89,08;34,56;0,5258 ;9,78;19,48;0,4080 ;39,49;-38,23;8,97;12,52;99,85;104,07;9,58;5,85;2,9388 ;0,0736 ;2
409090167;52910809;254022608;263392999;175528823;71768,06;145697168;323868;664,88 ;14438199;47561429;16290;28;4,32;61,06;-1,29;-1,55E-05;-1,38;2,17;62,09;18,44;64,39;7,95;57,75788406;22,51;0,5706 ;8,02;17,54;2,1676 ;55,32;-25,87;12,18;19,3;96,9;407,05;13,54;34,55;1,1640 ;0,0937 ;2
69881534;12284010;30069228;48036531;148250262;26779,02;21845003;203541;196,10 ;8464464;2269329;100;23;12,76;53,55;0,14;9,72E-06;0,14;3,01;43,03;16,08;68,74;39,41;82,08;47,99;0,4178 ;15;38,32;0,3909 ;45,48;17,54;3,25;4,72;73,39;30,44;11,38;2,37;1,7475 ;0,1737 ;2
942192704;142882250;324879809;347051116;1002643047;102136,14;595141588;1650509;815,82 ;31121146;10530162;263;25;4,81;15,64;0,38;6,37E-06;0,37;0,38;34,48;14,55;36,83;0,01;35,28;15,33;0,3322 ;9,69;10,84;0,7024 ;171,49;4,99;1,19;3,08;15,56;7,57;8,71;1,51;1,5006 ;0,1813 ;2
73279083;9100837;35150539;62897158;56572039;648,91;10381925;238441;302,52 ;-2007749;-6564997;-254;16;-0,92;68,98;-2;-1,09E-04;-1,66;3,93;47,97;19,81492027;85,83;6,87;57,75788406;-4,3;-1,3186 ;-0,61;0,89;0,0478 ;16,51;8,44;-8,46;-9,75;-16,77;-70,35;10,91;-14,89;1,8071 ;-0,0820 ;2
31161294;902128;4706405;10683252;66326908;10725,68;20478042;131993;494,98 ;2003723;1492577;218;12;11,17;33,98;-0,82;-2,66E-05;-0,82;0,58;15,1;18,2;34,28;0,15;57,75788406;-1,13;-0,9602 ;-0,74;34,42;1,7144 ;191,68;-3;5,56;12,71;54,15;58,97;6,55;3,29;3,6177 ;-0,2093 ;2
64827722;12309259;28772885;57005413;48737504;29365,15;7822308;2100973;308,47 ;4278807;4347589;980;18;9,15;61,45;-3,41;-2,13E-04;-3,64;4,6;44,38;19,81492027;87,93;20,59048356;57,75788406;59,32;0,0509 ;7,16;45,3;0,0989 ;13,72;-2,75;6,7;7,68;19,1;27,85;22,10545161;12,8;2,0630 ;0,2494 ;2
57799063;27694440;33893578;37892966;44350154;13147,72;19906097;325891;461,98 ;4760392;5605938;762;27;11,97;66,78;-2,04;-4,55E-05;-2,19;5,21;58,64;23,7;65,56;21,52;57,75788406;24,76;-0,4289 ;8,53;22,75;0,4269 ;52,53;-6,87;9,67;15,51;113,26;169,53;19,56;16,07;1,1710 ;0,0855 ;2
88480153;26098264;36064979;32509646;123304830;37831,36;55970507;324962;221,77 ;5853714;3135171;1173;12;8,26;21,91;0,49;1,08E-05;0,51;4,01;40,76;7,71;36,74;0,1;90,53;13,97;0,1269 ;8,84;42,76;0,4224 ;172,17;8,59;4,15;10,1;43,04;33,79;10,91;3,73;1,0607 ;0,2097 ;2
79325393;798239;14310365;46163482;459155328;16788,14;33161911;374382;2882,36 ;9821659;6405498;659;13;14,17;54,03;0,12;1,71E-05;0,12;0,1;18,04;7,62;58,2;29,98;57,75788406;0,21;0,8031 ;0,09;21,16;0,3908 ;71,84;17,93;8,91;14,82;196,43;191,52;4,9;2,09;3,3624 ;-0,0309 ;2
58666641;13088131;26218617;37600703;165962735;36418,22;21065938;421086;254,54 ;11479116;7452923;2174;24;22,21;34,87;-0,32;-2,51E-05;-0,34;1,73;44,69;0,64;64,09;5,14;57,75788406;32,26;-2,6886 ;11,58;62,08;0,1001 ;56,03;-19,65;13,74;22;66,96;63,63;11,14;6,57;1,4996 ;0,1530 ;2
46252850;5025447;8720689;40959412;10791507;185,83;5293438;197857;186,06 ;-3243687;-1765249;-154;13;-4,79;76,16;-9,41;-1,92E-04;-6,76;9,79;18,85;1,63;88,56;11,78;27,57;-17,47;-0,9966 ;-2;0,4;0,3862 ;12,92;3,43;-3,8;-4,22;-57,41;-43,75;-0,2;-22,91;4,9507 ;-0,0369 ;2
141840700;100677787;103815147;75909250;85173868;18203,41;65931450;145412;240,60 ;-1127570;-1945775;-3845;58;-0,38;51,73;1,77;2,29E-05;1,66;1,32;73,19;21,3;53,52;13,8;97,02;5,75;0,0417 ;2,67;12,83;3,7943 ;86,86;-0,29;-1,39;-2,53;-44,57;-76,91;4,91;-2,28;0,8237 ;0,0500 ;2
35527978;16145667;18778686;13719915;65080048;56620,1;21808062;189199;18,79 ;2699145;1628004;167;23;10,01;17,75;0,09;2,72E-06;0,09;0,62;52,86;34,75;38,62;0,45;14,5;4,44;0,1815 ;2,73;159,37;1,6507 ;158,95;42,57;5,31;11,17;29,99;27,41;7,67;3,79;1,4338 ;0,0084 ;2
107530081;43082037;79512046;82069095;64876755;33647,22;25460987;189349;121,49 ;4736866;5781154;1192;16;4,84;53,77;0,45;1,14E-05;0,46;15,77;73,94;12,66;76,32;50,58;30,41;45,62;0,1176 ;10,8;31,29;0,6212 ;31,02;27,73;5,34;7,27;19,53;32,09;19,86;11,99;1,2216 ;0,0955 ;2
61623905;35129903;39397306;22899784;67961432;19454,68;38724121;432634;361,50 ;4996059;2935697;382;38;9;25,22;0,8;1,40E-05;0,84;1,27;63,93;27,29;37,16;1,93;57,75788406;3,9;-0,1569 ;2,45;31,57;2,5383 ;169,1;8,71;5,05;13,53;58,25;48,83;17,08;6,16;1,1338 ;0,0345 ;2
171479082;12392692;63149954;167322268;36839213;-1622,92;4156814;724768;172,95 ;-6194038;-7967424;336;12;-1,34;94,19;-10,3;-9,13E-04;-7,52;12,49;36,83;19,81492027;97,58;2,64;57,75788406;115,96;0,6760 ;2,81;-0,95;0,0644 ;2,48;3,59;-4,45;-4,65;-51,62;-81,98;48,73;-26,7;2,6618 ;0,0206 ;2
7254476523;3540379378;5955596210;2565624399;5353072721;1881148,17;3313858932;267935486,5;2394,04 ;765361921,8;532163290;2904;6;11,87;20,87;3,7;3,35E-05;4,11;15,06;83,63;49,05;31,94;10,98;33,56;21,83;0,4007 ;14,86;23,42;1,9335 ;213,11;4,09;7,33;23,15;91,73;66,55;69,71707933;11,44;0,7296 ;0,2239 ;2
197221633;19647106;63961217;143264666;82550414;10512,95;53956967;186171;229,95 ;7624354;-2605538;-118;15;5,86;62,61;-0,89;-1,36E-05;-0,83;6,61;32,43;19,09;72,64;19,45;81,63;0,64;2,3112 ;0,18;5,33;0,4123 ;37,66;4,4;-1,37;-1,8;34,47;-11,33;15;-3,04;2,3834 ;-0,0159 ;2
87000451;45387315;55565389;29331163;75204090;9555,92;57669288;1485988;192,83 ;2837558;-17186309;1264;9;3,27;36,51;3,98;5,19E-05;3,22;10,73;63,87;59,36;33,71;23,78;69,79;14,82;-0,0189 ;9,83;10,98;2,1189 ;196,61;-3,66;-17,24;-43,82;37,42;-183,8;29,57;-18,54;0,8184 ;0,1307 ;2
49731413;5919469;8453089;38000020;53696110;9222,46;11731393;114669;451,23 ;5771631;5348808;594;12;16,17;67,36;-2,72;-1,25E-04;-3,04;1,19;17;19,81492027;76,41;5,87;57,75788406;60,99;7,0912 ;14,39;18,54;0,5732 ;30,87;-3,88;11,95;14,96;128,26;158,66;17,53;13,3;4,8005 ;0,2739 ;2
3111657291;1647704516;2625135424;876008977;2266494588;585250,99;2235648314;2495137;1671,46 ;177606242;72586951;262;6;6,81;-16,4;3,54;3,58E-05;3,58;14,01;84,36;40,93;28,15;21,09;39,18;17,33;-0,2105 ;12,45;18,81;0,8523 ;255,21;2,29;2,47;8,59;12,81;7,45;10,34;4,56;0,7838 ;0,1685 ;2
